0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,12,8,0,0,1,1,0,0,1,1,0,1,0,0
16,11,9,0,0,1,1,0,0,1,1,0,1,0,0
17,12,9,0,0,1,1,0,0,1,1,0,1,0,0
18,12,8,0,0,1,1,0,0,1,1,0,1,0,0
17,14,7,0,0,1,1,0,0,1,1,0,1,0,0
17,13,8,0,0,1,1,0,0,1,1,0,1,0,0
16,13,7,0,0,1,1,0,0,0,1,1,1,1,0
14,11,5,0,0,1,1,1,1,1,1,0,0,1,1
14,10,4,0,0,1,1,1,1,1,1,0,0,1,1
12,10,4,0,0,1,1,1,1,0,0,1,1,1,1
12,10,6,0,0,1,1,1,0,0,1,0,1,1,0
12,9,5,0,0,1,1,1,0,0,1,0,1,1,0
11,9,4,0,0,1,1,1,1,0,1,0,0,0,0
12,9,5,0,0,1,1,1,0,0,1,0,1,1,0
12,8,6,0,0,1,1,1,0,0,1,0,1,1,0
12,6,6,0,0,1,1,1,1,0,0,1,1,1,1
14,8,6,0,0,1,1,1,1,1,1,0,0,1,1
13,8,5,0,0,1,1,1,1,1,1,1,0,0,1
15,9,6,0,0,1,1,1,1,1,1,0,0,1,1
15,10,5,0,0,1,1,1,1,1,1,0,0,1,1
15,10,5,0,0,1,1,0,0,0,1,1,1,1,0
16,11,5,0,0,1,1,0,0,0,1,1,1,1,0
15,11,4,0,0,1,1,0,0,0,1,1,1,1,0
13,11,2,0,0,1,1,1,1,1,1,0,0,1,1
12,9,3,0,0,1,1,1,1,1,1,0,0,1,1
12,8,4,0,0,1,1,1,1,1,1,0,0,1,1
11,9,2,0,0,1,1,1,1,0,0,1,1,1,1
12,8,4,0,0,1,1,1,0,0,1,0,1,1,0
12,8,4,0,0,1,1,1,0,0,1,0,1,1,0
12,9,3,0,0,1,1,1,1,0,0,1,1,1,1
12,9,3,0,0,1,1,1,1,1,1,0,0,1,1
12,10,2,0,0,1,1,1,1,1,1,0,0,1,1
11,10,1,0,0,1,1,1,1,0,0,1,1,1,1
11,10,1,0,0,1,1,1,1,0,0,1,1,1,1
12,12,0,0,0,1,1,1,1,0,0,1,1,1,1
14,12,2,0,0,1,1,1,1,1,1,0,0,1,1
13,12,1,0,0,1,1,1,1,1,1,0,0,1,1
13,13,0,0,0,1,1,1,1,0,0,1,1,1,1
13,12,1,0,0,1,1,1,0,0,1,0,1,1,0
14,13,1,0,0,1,1,1,0,0,1,0,1,1,0
13,13,0,0,0,1,1,1,1,0,0,1,1,1,1
13,13,0,0,0,1,1,1,1,0,0,1,1,1,1
13,11,2,0,0,1,1,1,1,1,1,0,0,1,1
15,12,3,0,0,1,1,0,0,0,1,1,1,1,0
15,12,3,0,0,1,1,0,0,0,1,1,1,1,0
13,11,4,0,0,1,1,0,0,0,1,1,1,1,1
11,10,3,0,0,1,1,1,1,1,1,1,0,0,1
11,10,3,0,0,1,1,1,1,1,0,1,1,0,0
10,8,2,0,0,1,1,1,1,1,0,1,1,0,0
11,9,2,0,0,1,1,1,1,1,0,1,1,0,0
11,8,3,0,0,1,1,0,0,0,1,1,0,1,1
11,9,2,0,0,1,1,1,1,1,0,1,1,0,0
12,11,3,0,0,1,1,1,1,1,0,1,1,0,0
13,10,3,0,0,1,1,1,1,1,1,1,0,0,1
14,10,4,0,0,1,1,0,0,0,1,1,1,1,1
14,11,5,0,0,1,1,0,0,0,1,1,0,1,1
15,11,4,0,0,1,1,0,0,0,1,1,0,1,1
15,11,4,0,0,1,1,1,1,1,0,1,1,0,0
14,10,4,0,0,1,1,1,1,1,0,1,1,0,0
15,10,5,0,0,1,1,0,0,0,1,1,0,1,1
16,11,5,0,0,1,1,0,0,0,1,1,0,1,1
14,9,5,0,0,1,1,0,0,0,1,1,1,0,1
15,9,6,0,0,1,1,0,0,0,1,1,1,0,1
15,8,7,0,0,1,1,0,0,0,1,1,1,0,1
13,8,7,0,0,1,1,0,0,0,1,1,1,1,0
13,9,8,0,0,1,1,0,0,0,1,1,1,1,0
13,10,9,0,0,1,1,0,0,0,1,1,1,1,0
13,10,9,0,0,1,1,0,0,0,1,1,1,1,0
13,9,8,0,0,1,1,0,0,0,1,1,1,1,0
12,9,7,0,0,1,1,1,1,1,1,0,1,1,1
12,9,7,0,0,1,1,1,1,1,1,0,1,1,1
14,8,8,0,0,1,1,0,0,0,1,1,1,1,0
13,8,9,0,0,1,1,0,0,0,1,1,1,1,0
13,10,11,0,0,1,1,0,0,0,1,1,1,1,1
13,11,10,0,0,1,1,0,0,0,1,1,1,1,1
13,11,10,0,0,1,1,0,0,0,1,1,1,1,1
12,12,10,0,0,1,1,1,1,1,1,1,1,1,1
12,11,9,0,0,1,1,1,1,1,1,1,1,1,1
11,11,10,0,0,1,1,1,1,1,1,1,1,1,1
13,9,10,0,0,1,1,0,0,0,1,1,1,1,1
12,9,9,0,0,1,1,0,0,0,1,1,1,1,1
13,9,8,0,0,1,1,0,0,0,1,1,1,1,0
13,9,8,0,0,1,1,0,0,0,1,1,1,1,0
14,10,8,0,0,1,1,0,0,0,1,1,1,0,1
14,8,8,0,0,1,1,0,0,0,1,1,0,1,1
14,8,8,0,0,1,1,0,0,0,1,1,0,1,1
13,7,8,0,0,1,1,0,0,0,1,1,1,0,1
13,8,9,0,0,1,1,0,0,0,1,1,1,0,1
14,10,8,0,0,1,1,0,0,0,1,1,1,0,1
13,10,9,0,0,1,1,0,0,0,1,1,1,1,0
11,8,11,0,0,1,1,0,0,0,1,1,1,1,1
13,9,10,0,0,1,1,0,0,0,1,1,1,1,0
12,9,11,0,0,1,1,0,0,0,1,1,1,1,1
11,10,13,0,0,1,1,0,0,0,0,1,1,1,1
10,10,12,0,0,1,1,0,1,1,1,1,1,1,1
9,11,12,0,0,1,1,1,0,1,1,1,1,1,1
8,10,12,0,0,1,1,1,0,1,1,1,1,1,1
8,9,13,0,0,1,1,1,0,1,1,1,1,1,1
10,9,11,0,0,1,1,0,1,1,1,1,1,1,1
10,9,9,0,0,1,1,1,1,1,1,1,0,1,1
8,8,8,0,0,1,1,1,1,1,0,1,1,0,1
8,8,8,0,0,1,1,1,1,1,0,1,1,0,1
8,8,8,0,0,1,1,1,1,1,0,1,1,0,1
7,6,7,0,0,1,1,1,1,1,0,1,1,0,1
6,6,6,0,0,1,1,1,1,1,0,1,1,0,1
7,4,5,0,0,1,1,1,1,1,0,1,1,0,1
6,4,6,0,0,1,1,1,1,1,0,1,1,0,1
7,6,7,0,0,1,1,1,1,1,0,1,1,0,1
7,5,6,0,0,1,1,1,1,1,1,1,0,1,1
7,5,4,0,0,1,1,1,1,1,1,1,1,1,1
7,5,4,0,0,1,1,1,1,1,1,1,1,1,1
5,4,3,0,0,1,1,1,1,1,1,1,0,1,1
5,4,1,0,0,1,1,1,1,1,0,1,1,1,0
7,4,3,0,0,1,1,1,1,1,1,1,1,0,1
7,5,2,0,0,1,1,1,1,1,0,1,1,1,0
8,6,2,0,0,1,1,1,1,1,0,1,1,1,0
7,5,2,0,0,1,1,0,1,1,1,0,1,1,1
9,7,2,0,0,1,1,1,1,1,0,1,1,1,0
7,7,2,0,0,0,1,0,1,1,1,0,1,1,1
8,6,2,0,0,1,1,0,1,1,1,0,1,1,1
6,7,1,0,0,0,1,1,0,1,1,1,1,1,1
7,6,1,0,0,1,1,1,0,1,1,1,1,1,1
8,6,2,0,0,1,1,0,1,1,1,0,1,1,1
8,7,1,0,0,1,1,0,1,1,1,0,1,1,1
6,5,1,0,0,0,1,1,1,0,1,1,0,0,0
6,4,2,0,0,0,1,1,1,0,1,1,0,0,0
7,5,2,0,0,0,1,1,0,1,1,1,0,0,0
8,6,4,0,0,0,1,0,1,1,1,1,0,0,0
7,6,3,0,0,0,1,1,0,1,1,1,0,0,0
7,6,3,0,0,0,1,1,0,1,1,1,0,0,0
6,6,2,0,0,0,1,1,0,1,1,1,0,0,0
6,5,1,0,0,0,1,1,0,1,1,1,0,0,0
7,6,1,0,0,0,1,0,1,1,1,1,0,0,0
7,5,2,0,0,1,1,1,1,1,0,1,1,1,1
6,5,1,0,0,0,1,0,1,1,1,1,0,0,0
6,5,1,0,0,0,1,0,1,1,1,1,0,0,0
7,5,2,0,0,0,1,1,1,1,1,1,0,0,0
9,6,3,1,0,0,1,1,1,0,1,1,0,0,0
9,5,4,0,0,0,1,1,0,0,1,0,0,0,1
8,4,4,0,0,0,1,1,0,0,1,0,0,0,1
9,4,5,1,0,0,1,1,0,0,1,0,0,0,1
8,3,5,1,0,0,1,1,0,0,1,0,0,0,1
7,2,5,1,0,0,1,1,0,0,1,0,0,0,1
8,2,6,1,0,0,1,1,0,0,1,0,0,0,1
7,2,7,1,0,0,1,1,0,0,1,0,0,0,1
6,4,6,0,0,0,1,1,0,0,1,0,0,0,1
4,4,6,0,0,0,1,1,1,0,1,1,0,0,0
5,4,5,0,0,1,1,1,1,1,1,0,1,1,1
4,4,4,0,0,1,1,1,1,1,1,1,1,1,1
5,5,4,0,0,1,1,1,1,0,1,1,1,1,1
3,4,5,0,0,0,1,1,1,1,1,1,1,1,1
4,4,6,0,0,0,1,1,1,1,1,1,1,1,1
5,5,6,1,0,0,1,1,1,1,1,1,0,0,0
4,4,6,1,0,0,1,0,1,1,1,1,0,0,0
2,2,4,0,0,0,1,1,1,1,0,1,1,1,1
2,3,5,0,0,0,1,0,1,1,1,1,0,0,0
4,3,7,0,0,0,1,1,1,1,1,1,0,0,0
2,4,6,0,0,0,1,0,1,1,1,1,0,0,0
2,5,5,0,0,1,1,1,1,1,0,1,1,1,1
3,6,5,0,0,1,1,1,1,1,1,1,0,1,1
4,5,3,0,0,1,1,1,1,1,1,1,1,1,1
4,7,3,0,1,1,0,1,1,1,1,1,1,1,1
5,9,4,0,1,1,0,1,1,1,1,1,1,1,1
4,9,5,0,1,1,0,1,1,1,1,1,1,1,1
2,8,6,0,1,1,0,1,1,1,1,1,0,1,1
1,9,8,0,0,1,0,1,1,0,1,1,1,1,1
3,10,9,0,0,1,1,1,0,0,1,1,1,1,0
1,8,7,0,0,1,0,1,1,0,1,1,1,1,1
