0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
13,14,1,0,0,1,1,0,1,1,1,-10,1,1,1
13,12,3,0,0,1,1,1,0,0,0,1,1,1,1
15,12,3,0,0,1,1,0,0,0,1,0,1,1,0
14,12,2,0,0,1,1,0,0,0,1,0,1,1,0
14,12,2,0,0,1,1,0,0,0,1,0,1,1,0
13,12,1,0,0,1,1,1,1,0,1,0,1,-10,0
13,11,2,0,0,1,1,1,1,0,1,0,-10,1,0
15,13,2,0,0,1,1,0,0,0,1,0,1,1,0
15,15,2,0,0,1,1,1,0,0,0,1,1,1,-10
15,14,1,0,0,1,1,1,0,0,0,1,1,-10,1
16,13,3,0,0,1,1,0,0,0,1,0,1,1,0
15,13,2,0,0,1,1,1,0,0,0,1,1,1,1
16,14,2,0,0,1,1,1,0,0,0,1,1,1,1
15,13,2,0,0,1,1,1,0,0,0,1,1,1,1
15,11,4,0,0,1,1,0,0,0,1,0,1,1,0
14,11,3,0,0,1,1,0,0,0,1,0,1,1,0
13,11,2,0,0,1,1,0,0,0,1,0,-10,1,0
13,10,3,0,0,1,1,0,0,0,1,0,1,1,0
13,9,4,0,0,1,1,0,0,0,1,0,1,1,0
14,10,4,0,0,1,1,0,0,0,1,0,1,1,0
14,9,5,0,0,1,1,0,0,0,1,0,1,1,0
13,7,6,0,0,1,1,0,0,0,1,0,1,1,0
13,8,5,0,0,1,1,0,0,0,1,0,1,1,0
13,9,4,0,0,1,1,0,0,0,1,0,1,1,0
12,7,5,0,0,1,1,0,0,0,1,0,1,1,0
11,7,6,0,0,1,1,0,0,0,1,0,1,1,0
10,6,4,0,0,1,1,1,0,0,0,1,1,1,1
10,7,5,0,0,1,1,1,0,0,0,1,1,1,1
9,5,4,0,0,1,1,1,0,0,0,1,1,1,1
9,6,3,0,0,1,1,0,1,1,1,1,1,1,1
9,5,4,0,0,1,1,1,1,0,1,0,1,1,0
10,7,3,0,0,1,1,1,1,0,1,0,1,1,0
9,7,2,0,0,0,1,1,1,0,1,0,1,0,0
8,7,1,0,0,0,1,1,1,0,-10,0,1,0,0
8,8,2,0,0,0,1,-10,1,0,1,0,1,0,0
7,7,2,0,0,0,1,-10,1,1,1,1,1,1,0
8,8,2,0,0,0,1,-10,1,1,1,1,1,1,0
9,8,1,0,0,1,1,1,1,1,-10,1,1,1,0
8,9,1,0,0,1,1,0,1,1,1,-10,1,1,1
7,8,3,0,0,1,1,1,0,1,1,1,0,1,1
7,8,3,0,0,1,1,0,1,0,1,1,1,0,1
8,9,1,0,0,1,1,1,0,1,1,-10,0,1,1
8,9,1,0,0,1,1,1,-10,1,0,1,0,1,1
7,8,3,0,0,1,1,0,1,1,0,1,1,0,1
7,9,4,0,0,1,1,0,1,1,0,1,1,0,1
6,8,4,0,0,0,1,0,1,1,0,1,1,0,1
8,9,5,0,0,1,1,1,1,1,1,1,0,1,1
8,8,4,0,0,1,1,1,1,1,1,1,1,1,1
9,8,5,0,0,1,1,1,1,1,1,0,1,1,0
9,8,5,0,0,1,1,1,1,1,1,0,1,1,0
7,8,5,0,0,0,1,1,1,1,1,1,1,1,1
9,10,7,0,0,1,1,1,1,1,1,0,1,1,0
8,9,9,0,0,0,1,1,1,0,1,0,1,1,0
10,8,10,1,0,0,1,1,1,0,1,0,0,0,0
9,9,10,1,0,0,1,1,1,0,1,0,0,0,0
9,9,10,1,0,0,1,1,1,0,1,0,0,0,0
9,8,11,1,0,0,1,1,1,0,1,0,0,0,0
9,8,11,1,0,0,1,1,1,0,1,0,0,0,0
9,7,10,1,0,0,1,1,1,1,0,1,0,0,0
10,8,10,1,0,0,1,1,1,1,0,1,0,0,0
10,9,9,1,0,0,1,1,1,1,0,1,0,0,0
10,9,9,1,0,0,1,1,1,1,0,1,0,0,0
11,10,9,1,0,0,1,1,1,0,1,0,0,0,0
11,9,8,1,0,0,1,1,1,0,1,0,0,0,0
10,8,6,1,0,0,1,1,1,1,0,1,0,0,0
9,6,5,1,0,0,1,1,1,1,0,1,0,0,0
10,7,5,1,0,0,1,1,1,1,0,1,0,0,0
9,6,5,1,0,0,1,1,1,1,1,1,0,1,1
10,6,6,1,0,0,1,1,1,1,0,1,0,0,0
9,4,5,1,0,0,1,1,1,1,0,1,0,0,0
8,4,4,1,0,0,1,1,1,1,1,1,0,1,1
10,5,5,1,0,0,1,1,1,1,0,1,0,0,0
10,6,4,1,0,0,1,1,1,1,1,1,0,1,1
10,4,6,1,0,0,1,1,1,1,0,1,0,0,0
10,5,5,1,0,0,1,1,1,1,1,1,0,1,1
12,6,6,1,0,0,1,1,1,0,1,0,1,1,0
13,8,5,1,0,0,1,1,1,0,1,0,1,1,0
13,9,4,1,0,0,1,1,1,0,1,0,1,1,0
11,9,2,1,0,0,1,-10,1,1,1,0,1,1,0
13,11,2,1,0,0,1,1,1,0,1,0,1,1,0
11,11,4,1,0,0,1,1,1,1,1,1,0,1,1
13,12,5,1,0,0,1,1,1,1,0,1,0,0,0
12,11,5,1,0,0,1,1,1,1,0,1,0,0,0
11,10,5,1,0,0,1,1,1,1,0,1,0,0,0
9,8,5,1,0,0,1,1,1,1,1,1,0,1,1
9,8,3,1,0,0,1,1,1,1,1,1,1,1,1
10,8,2,1,0,0,1,1,1,1,1,1,1,1,1
11,8,3,1,0,0,1,1,1,1,1,0,1,1,0
13,10,3,1,0,0,1,1,1,0,1,0,1,1,0
11,8,3,1,0,0,1,1,1,1,1,1,0,1,1
10,9,1,1,0,0,1,1,-10,1,1,1,1,1,1
9,8,3,1,0,0,1,1,1,1,0,1,0,1,1
10,9,1,1,0,0,1,1,-10,1,1,1,1,1,1
10,9,1,1,0,0,1,1,-10,1,0,1,0,1,1
10,8,2,1,0,0,1,-10,1,1,0,1,0,1,1
12,9,3,1,0,0,1,0,1,1,0,1,1,0,1
12,8,4,1,0,0,1,1,1,1,1,1,0,1,1
10,8,4,1,0,0,1,0,1,1,0,1,1,0,1
11,8,5,1,0,0,1,1,1,1,1,1,0,1,1
13,7,6,1,0,0,1,1,1,1,0,1,0,0,0
11,8,5,1,0,0,1,1,1,1,1,1,0,1,1
12,8,6,1,0,0,1,1,1,0,1,0,1,1,0
12,9,5,1,0,0,1,1,1,1,1,1,0,1,1
12,7,5,1,0,0,1,1,1,1,0,1,0,0,0
13,9,4,1,0,0,1,1,1,1,0,1,0,0,0
15,10,5,1,0,0,1,1,1,0,1,0,0,0,0
14,9,5,1,0,0,1,1,1,0,1,0,0,0,0
13,10,3,1,0,0,1,1,1,1,0,1,0,0,0
14,11,3,1,0,0,1,1,1,1,0,1,0,0,0
14,11,3,1,0,0,1,1,1,1,0,1,0,0,0
14,9,5,1,0,0,1,1,1,0,1,0,0,0,0
15,10,5,1,0,0,1,1,1,0,1,0,0,0,0
14,11,3,1,0,0,1,1,1,0,1,0,1,1,0
14,12,2,1,0,0,1,1,1,0,1,0,1,1,0
12,12,0,1,0,0,1,1,1,1,1,0,1,1,0
12,13,1,1,0,0,1,1,1,1,1,1,1,-10,0
12,12,2,1,0,0,1,1,1,1,1,1,-10,1,0
12,10,2,0,0,0,1,1,1,0,1,0,1,0,0
12,11,1,0,0,0,1,1,1,0,-10,0,1,0,0
12,10,2,0,0,0,1,1,1,0,1,0,1,0,0
13,12,1,0,0,1,1,1,1,0,-10,0,1,0,0
12,12,0,0,0,1,1,1,1,0,1,0,1,0,0
12,13,1,0,0,1,1,1,1,1,1,-10,1,1,0
12,13,1,0,0,0,1,1,-10,0,1,0,1,0,0
12,13,3,1,0,0,1,1,1,1,1,1,1,1,0
11,12,3,1,0,0,1,1,1,1,1,1,1,1,0
12,13,3,1,0,0,1,1,1,1,1,1,1,1,0
13,13,4,1,0,0,1,1,1,1,1,0,1,1,0
13,12,5,1,0,0,1,1,1,0,1,0,1,1,0
12,11,5,1,0,0,1,1,1,0,1,0,1,1,0
11,10,5,1,0,0,1,1,1,1,1,1,0,1,1
12,9,3,1,0,0,1,1,1,0,1,0,1,1,0
11,8,3,1,0,0,1,1,1,1,1,0,1,1,0
10,7,3,1,0,0,1,1,1,1,1,0,1,1,0
8,6,2,1,0,0,1,1,1,1,1,1,1,1,1
8,7,3,1,0,0,1,1,1,1,1,1,1,1,1
9,9,4,1,0,0,1,1,1,1,1,1,1,1,1
9,11,6,1,0,0,1,1,1,1,0,1,0,1,1
9,10,5,1,0,0,1,1,1,1,0,1,0,1,1
11,12,5,1,0,0,1,0,1,1,0,1,1,0,1
12,12,4,1,0,0,1,0,1,1,0,1,1,0,1
12,11,5,1,0,0,1,0,1,1,0,1,1,0,1
12,12,6,1,0,0,1,0,1,1,0,1,1,0,1
11,12,5,1,0,0,1,1,1,1,0,1,0,1,1
11,11,6,1,0,0,1,0,1,1,0,1,1,0,1
10,11,5,1,0,0,1,0,1,1,0,1,1,0,1
12,11,5,1,0,0,1,1,1,1,1,1,0,1,1
12,11,5,1,0,0,1,1,1,1,1,1,1,1,1
11,11,6,1,0,0,1,1,1,1,0,1,0,1,1
11,11,4,1,0,0,1,1,1,1,1,1,1,1,1
13,10,5,1,0,0,1,1,1,1,1,1,0,1,1
12,10,6,1,0,0,1,0,1,1,0,1,1,0,1
12,10,6,1,0,0,1,0,1,1,0,1,1,0,1
13,10,5,1,0,0,1,1,1,1,1,1,0,1,1
13,11,6,1,0,0,1,1,1,1,1,1,0,1,1
11,12,7,1,0,0,1,0,1,1,0,1,1,0,1
13,12,5,1,0,0,1,1,1,1,1,1,0,1,1
11,12,5,1,0,0,1,0,1,1,0,1,1,0,1
10,14,6,1,0,0,1,0,1,1,0,1,1,0,1
11,13,6,1,0,0,1,0,1,1,0,1,1,0,1
9,15,6,0,0,0,1,1,1,1,0,1,0,1,1
10,13,5,1,0,0,1,1,1,1,0,1,0,1,1
10,13,7,1,0,0,1,0,1,1,0,1,1,0,1
11,13,6,1,0,0,1,1,1,1,1,1,0,1,1
11,12,5,1,0,0,1,1,1,1,1,1,0,1,1
11,13,6,1,0,0,1,1,1,1,0,1,0,0,0
10,15,7,1,0,0,1,1,1,1,0,1,0,0,0
9,16,7,0,0,0,1,1,1,1,0,1,0,0,0
9,15,6,0,0,1,1,1,1,1,1,1,0,1,1
9,16,7,0,0,0,1,1,1,1,0,1,0,0,0
9,14,5,0,0,1,1,1,1,1,1,1,0,1,1
10,13,3,0,0,1,1,1,1,1,1,1,1,1,1
12,15,3,0,0,1,1,0,1,1,1,1,1,1,1
14,15,1,0,0,1,1,1,-10,1,1,1,1,1,0
14,16,2,0,0,1,1,1,1,1,1,1,1,1,0
13,15,2,0,0,1,1,1,1,1,1,1,1,1,0
14,15,3,0,0,1,1,1,1,0,1,0,1,0,0
14,14,2,0,0,1,1,-10,1,0,1,0,1,1,0
14,14,2,0,0,1,1,-10,1,0,1,0,1,1,0
14,15,1,0,0,1,1,1,-10,0,1,0,1,1,0
14,14,0,0,0,1,1,1,1,0,1,0,1,1,0
15,15,0,0,0,1,1,0,0,0,1,0,1,1,0
15,15,0,0,0,1,1,0,0,0,1,0,1,1,0
16,15,1,0,0,1,1,0,0,0,1,0,1,-10,0
15,13,2,0,0,1,1,0,0,0,1,0,-10,1,0
16,14,2,0,0,1,1,0,0,0,1,0,-10,1,0
17,16,1,0,0,1,1,0,0,0,-10,0,1,1,0
17,17,0,0,0,1,1,0,0,0,1,0,1,1,0
16,17,1,0,0,1,1,1,0,0,0,-10,1,1,1
16,15,1,0,0,1,1,0,0,0,1,0,1,-10,0
16,15,3,0,0,1,1,1,0,0,0,1,1,1,1
15,14,3,0,0,1,1,1,0,0,0,1,1,1,1
15,14,3,0,0,1,1,1,0,0,0,1,1,1,1
15,13,2,0,0,1,1,0,0,0,1,0,1,1,0
14,13,1,0,0,1,1,0,0,0,1,0,1,-10,0
13,13,0,0,0,1,1,0,0,0,1,0,1,1,0
14,14,0,0,0,1,1,0,0,0,1,0,1,1,0
14,14,0,0,0,1,1,0,0,0,1,0,1,1,0
13,13,0,0,0,1,1,0,0,0,1,0,1,1,0
13,12,1,0,0,1,1,0,0,0,1,0,1,-10,0
13,12,1,0,0,1,1,0,0,0,1,0,1,-10,0
13,13,0,0,0,1,1,0,0,0,1,0,1,1,0
13,12,1,0,0,1,1,0,0,0,-10,0,1,1,0
11,10,1,0,0,1,1,1,0,0,0,1,1,-10,1
10,10,0,0,0,0,1,0,1,1,1,1,1,1,1
9,11,2,0,0,0,1,1,0,1,0,1,1,1,-10
10,13,3,0,0,0,1,1,0,1,0,1,1,1,1
10,13,3,0,0,0,1,1,0,1,0,1,1,1,1
11,12,3,1,0,0,1,0,1,1,1,1,1,1,1
11,14,3,0,0,0,1,1,1,1,1,1,1,1,0
12,14,4,1,0,0,1,1,1,1,1,0,1,1,0
12,14,4,1,0,0,1,1,1,1,1,0,1,1,0
12,14,4,1,0,0,1,1,1,1,1,0,1,1,0
11,14,5,1,0,0,1,1,1,1,1,1,1,1,1
12,14,4,1,0,0,1,1,1,1,1,0,1,1,0
14,13,5,1,0,0,1,1,1,0,1,0,1,1,0
14,14,6,1,0,0,1,1,1,0,1,0,0,0,0
13,14,5,1,0,0,1,1,1,0,1,0,0,0,0
14,13,5,1,0,0,1,1,1,0,1,0,0,0,0
14,12,4,1,0,0,1,1,1,0,1,0,0,0,0
13,12,3,1,0,0,1,1,1,0,1,0,1,1,0
11,13,2,0,0,0,1,1,1,-10,1,0,1,1,0
10,12,2,0,0,0,1,1,1,-10,1,0,1,1,0
11,12,1,0,0,1,1,1,1,1,1,-10,1,1,0
9,11,2,0,0,1,1,0,1,1,1,1,1,1,1
8,11,3,0,0,0,1,1,1,1,1,1,1,1,1
6,9,3,0,0,0,1,1,1,1,0,1,0,1,1
7,8,3,0,0,1,1,1,0,1,1,1,0,1,1
7,9,2,0,0,1,1,1,1,1,0,1,0,1,1
7,10,3,0,0,1,1,1,1,1,0,1,0,1,1
8,10,2,0,0,1,1,1,0,1,1,1,0,1,1
7,10,3,0,0,1,1,1,0,1,1,1,0,1,1
7,11,4,0,0,1,1,0,1,0,1,1,1,0,1
7,12,5,0,0,1,1,0,1,0,1,1,1,0,1
8,11,3,0,0,1,1,0,1,1,0,0,1,1,1
8,12,4,0,0,1,1,0,1,1,0,0,1,1,1
7,11,4,0,0,1,1,0,1,1,0,0,1,1,1
8,12,4,0,0,1,1,0,1,1,0,0,1,1,1
9,14,5,0,0,1,1,0,1,1,0,0,1,1,1
10,15,5,0,0,1,1,0,1,1,0,0,1,1,1
11,15,4,0,0,1,1,1,1,1,0,1,0,1,0
11,14,3,0,0,1,1,1,1,1,0,1,0,1,0
12,14,2,0,0,1,1,1,1,1,1,0,1,0,1
12,14,2,0,0,1,1,1,1,1,1,0,1,0,1
11,14,3,0,0,1,1,1,1,1,0,1,0,1,0
9,13,4,0,0,1,1,0,1,1,0,0,1,1,1
10,15,5,0,0,1,1,0,1,1,0,0,1,1,1
9,14,5,0,0,1,1,0,1,0,1,1,1,0,1
8,14,6,0,0,1,1,1,0,1,1,1,0,1,0
9,15,6,0,0,1,1,1,0,1,1,1,0,1,0
8,15,7,0,0,1,1,1,0,1,1,1,0,1,0
9,15,6,0,0,1,1,1,0,1,1,1,0,1,0
9,14,5,0,0,1,1,0,1,0,1,1,1,0,1
11,15,4,0,0,1,1,1,0,1,1,1,0,1,1
11,14,3,0,0,1,1,1,0,1,1,1,0,1,1
11,12,1,0,0,1,1,0,-10,1,1,1,1,1,1
13,13,0,0,0,1,1,1,0,1,0,1,1,1,1
13,13,0,0,0,1,1,1,0,1,0,1,1,1,1
13,12,1,0,0,1,1,0,1,1,-10,1,1,1,1
15,13,2,0,0,1,1,1,0,0,0,1,-10,1,1
14,14,0,0,0,1,1,0,1,1,1,1,1,1,1
15,16,1,0,0,1,1,0,1,1,1,-10,1,1,1
13,15,2,0,0,1,1,1,0,1,0,1,1,1,1
13,16,3,0,0,1,1,1,0,1,0,1,1,1,1
11,15,4,0,0,1,1,0,1,1,1,1,1,1,1
12,16,4,0,0,1,1,0,1,1,1,1,1,1,1
10,15,5,0,0,1,1,1,0,1,1,1,0,1,1
11,16,5,0,0,1,1,1,0,1,1,1,0,1,1
11,16,5,0,0,1,1,1,1,1,0,1,0,1,1
12,16,4,0,0,1,1,1,1,1,1,1,1,1,1
11,16,5,0,0,1,1,1,1,1,0,1,0,1,1
10,14,4,0,0,1,1,1,1,1,0,1,0,1,1
11,14,3,0,0,1,1,1,1,1,1,1,1,1,1
10,13,3,0,0,1,1,1,1,1,1,1,0,1,1
9,14,5,0,0,1,1,0,1,1,0,1,1,0,1
9,14,5,0,0,1,1,0,1,1,0,1,1,0,1
10,15,5,0,0,1,1,1,1,1,0,1,0,1,1
11,16,5,0,0,1,1,1,0,1,1,1,0,1,1
10,14,4,0,0,1,1,1,0,1,1,1,0,1,1
10,14,4,0,0,1,1,1,0,1,1,1,0,1,1
9,13,4,0,0,1,1,1,1,1,0,1,0,1,1
10,14,4,0,0,1,1,1,0,1,1,1,0,1,1
11,16,5,0,0,1,1,1,0,1,1,1,0,1,1
11,16,5,0,0,1,1,1,0,1,1,1,0,1,1
11,15,4,0,0,1,1,0,1,1,1,1,1,1,1
12,15,3,0,0,1,1,0,1,1,1,1,1,1,1
13,15,2,0,0,1,1,1,0,-10,0,1,1,1,1
12,15,3,0,0,1,1,1,0,1,0,1,1,1,1
14,16,2,0,0,1,1,0,1,-10,1,1,1,1,1
14,17,3,0,0,1,1,1,0,1,0,1,1,1,1
