0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,13,3,0,0,1,1,0,0,1,0,0,0,1,0
16,14,2,0,0,1,1,0,0,1,0,0,0,1,0
17,15,2,0,0,1,1,0,0,1,0,0,0,1,0
17,16,1,0,0,1,1,0,0,1,0,0,0,-10,0
16,16,0,0,0,1,1,0,1,0,0,0,1,1,0
14,15,1,0,0,1,1,0,-10,0,1,0,1,1,0
13,14,1,0,0,1,1,0,-10,0,1,0,1,1,0
11,12,1,0,0,1,1,1,0,1,1,-10,1,1,1
10,11,3,0,0,1,1,1,1,0,0,1,1,1,1
10,9,3,0,0,1,1,1,0,1,1,1,1,1,1
9,9,2,0,0,1,1,1,0,1,1,1,1,1,-10
10,11,1,0,0,1,1,1,0,1,1,-10,1,1,1
9,10,1,0,0,1,1,1,0,1,1,-10,1,1,1
8,8,0,0,0,0,1,1,0,1,1,1,1,1,1
9,9,0,1,0,0,1,1,0,1,1,1,1,1,1
7,9,2,1,0,0,1,1,1,0,0,1,1,1,-10
8,10,2,1,0,0,1,1,1,0,0,1,1,1,-10
8,10,2,1,0,0,1,1,1,0,0,1,1,1,-10
7,8,1,0,0,0,1,1,1,0,0,1,1,-10,1
7,8,1,0,0,0,1,1,1,0,0,1,1,-10,1
9,10,1,1,0,0,1,0,1,1,1,-10,1,1,0
10,10,0,1,0,0,1,1,1,1,1,1,1,0,1
9,11,2,1,0,0,1,0,1,1,1,1,1,1,0
8,12,4,0,0,0,1,1,1,0,0,1,1,1,1
8,10,2,1,0,0,1,0,1,1,1,1,1,1,0
8,12,4,1,0,0,1,1,1,0,0,1,1,1,1
8,10,4,0,0,1,1,0,1,0,1,0,0,1,1
8,11,3,0,0,0,1,1,1,0,0,1,1,1,1
8,11,3,1,0,0,1,0,1,1,1,1,1,1,0
8,10,2,1,0,0,1,1,1,1,1,0,0,1,1
6,9,3,1,0,0,1,0,1,1,1,1,1,1,0
5,9,4,0,0,0,1,1,1,0,0,1,1,1,1
6,9,3,1,0,0,1,1,1,0,0,1,1,1,1
4,8,4,0,0,0,1,0,1,0,1,0,0,1,1
3,8,5,0,0,0,1,1,0,1,1,1,1,0,1
3,7,4,0,0,0,1,0,1,0,1,0,0,1,1
4,8,4,0,0,0,1,0,1,0,1,0,0,1,1
3,8,5,0,0,0,1,1,0,1,1,1,1,0,1
2,7,5,0,0,0,1,0,1,0,1,1,1,1,0
2,6,4,0,0,0,1,0,1,0,1,1,1,1,0
